qcsorted_mapped_trimmed_sim_SRR1576522.bam
FBgn0002121	1665
FBgn0031209	32
FBgn0051973	1097
FBgn0067779	981
FBgn0031213	629
FBgn0031214	132
FBgn0002931	229
FBgn0031216	703
FBgn0031217	262
FBgn0026787	928
FBgn0005278	3882
FBgn0031219	39
FBgn0031220	534
FBgn0025683	6380
FBgn0001142	1586
FBgn0051976	10
FBgn0051975	88
FBgn0051974	2134
FBgn0031224	377
FBgn0259818	362
FBgn0031227	91
FBgn0031228	2664
FBgn0031229	313
FBgn0053635	82
FBgn0016977	6395
FBgn0031231	451
FBgn0031232	362
FBgn0031233	468
FBgn0086902	5524
FBgn0031235	651
FBgn0022246	52
FBgn0031238	269
FBgn0031239	131
FBgn0031240	4401
FBgn0086912	101
FBgn0086856	194
FBgn0086855	554
FBgn0003444	98
FBgn0031244	99
FBgn0031245	1646
FBgn0025686	52
FBgn0031247	2569
FBgn0017457	786
FBgn0024352	1946
FBgn0020622	603
FBgn0004611	1278
FBgn0031248	60
FBgn0031249	4862
FBgn0053127	1340
FBgn0264086	14360
FBgn0051921	0
dsim_PG00001	41
FBgn0031250	536
FBgn0000061	7
FBgn0031251	2561
FBgn0003278	87
FBgn0264855	1834
FBgn0263933	715
FBgn0031252	29
FBgn0002593	46682
FBgn0031253	228
FBgn0031254	44
FBgn0031255	13
FBgn0004583	991
FBgn0015924	1076
FBgn0031256	878
FBgn0031257	154
FBgn0031258	956
FBgn0027592	403
FBgn0043364	2816
FBgn0003963	342
FBgn0010602	1111
FBgn0031260	1588
FBgn0031261	647
FBgn0005660	91
FBgn0260933	113
FBgn0031263	1415
FBgn0031264	1338
FBgn0031265	806
FBgn0021874	148
FBgn0031266	728
FBgn0031267	332
FBgn0031268	297
FBgn0013323	0
FBgn0023489	84
FBgn0010323	44
FBgn0031270	38
FBgn0040106	809
FBgn0040107	1025
FBgn0031273	110
FBgn0000497	273
FBgn0011244	6661
FBgn0026438	1457
FBgn0031275	120
FBgn0040725	4314
FBgn0031277	2035
FBgn0041250	11
FBgn0031279	710
FBgn0000442	100
FBgn0051658	32
FBgn0086130	131
FBgn0031281	167
FBgn0031282	140
FBgn0031283	66
FBgn0031284	91
FBgn0031285	14534
FBgn0015621	0
FBgn0031286	144
FBgn0010583	1417
FBgn0020304	3947
FBgn0031287	218
FBgn0020545	1311
FBgn0031288	117
FBgn0031289	105
FBgn0029095	932
FBgn0020305	129
FBgn0053526	2673
FBgn0002936	376
FBgn0031292	1505
FBgn0002563	241
FBgn0046113	143
FBgn0028481	293
FBgn0031294	16222
FBgn0031295	3826
FBgn0031296	555
FBgn0003310	954
FBgn0015905	227
FBgn0031298	624
FBgn0031299	697
FBgn0261938	1011
FBgn0031301	697
FBgn0031302	54
FBgn0016926	5408
FBgn0031304	2308
FBgn0031305	38
FBgn0031306	1126
FBgn0031307	233
FBgn0031308	120
FBgn0031309	301
FBgn0031310	936
FBgn0261458	2306
FBgn0031312	418
FBgn0031313	1951
FBgn0031314	139
FBgn0031315	315
FBgn0024314	1193
FBgn0051922	65
FBgn0031317	250
FBgn0031318	810
FBgn0031319	1670
FBgn0031320	468
FBgn0031321	62
FBgn0031322	1354
FBgn0031323	864
FBgn0263080	110
FBgn0263081	3895
FBgn0040723	924
FBgn0031324	17
FBgn0259229	102
FBgn0031327	502
FBgn0041097	294
FBgn0011294	33
FBgn0031331	849
FBgn0053923	1
FBgn0053922	5
FBgn0031332	965
FBgn0031333	570
FBgn0051924	155
FBgn0031335	1052
FBgn0051659	513
FBgn0053126	1417
FBgn0031337	381
FBgn0002543	254
FBgn0263320	3
FBgn0263321	256
FBgn0051928	4
FBgn0053128	111
FBgn0051926	0
FBgn0051661	13
FBgn0031343	4246
FBgn0031344	157
dsim_PG00002	13
FBgn0031345	495
FBgn0001174	2
FBgn0264881	1
FBgn0026398	1
FBgn0261509	76
FBgn0031347	6459
FBgn0051935	445
FBgn0031351	57
FBgn0021906	25052
FBgn0086758	3021
FBgn0011570	474
FBgn0031356	1271
FBgn0031357	266
FBgn0086698	324
FBgn0031359	2794
FBgn0000579	41297
FBgn0260648	210
FBgn0031360	0
FBgn0031361	168
FBgn0264494	2768
FBgn0027597	198
FBgn0031364	379
FBgn0041249	4
FBgn0031365	142
FBgn0045497	0
FBgn0045498	0
FBgn0265138	1
FBgn0045500	1
FBgn0045501	0
FBgn0051933	1003
FBgn0051664	9
FBgn0031367	927
FBgn0051665	856
FBgn0051663	652
FBgn0031372	1201
FBgn0031373	1006
FBgn0031374	4096
FBgn0040719	0
FBgn0053673	100
FBgn0031375	82
FBgn0031376	1222
FBgn0031377	480
FBgn0031378	720
FBgn0031379	1195
FBgn0001125	4805
FBgn0031381	1079
FBgn0043539	2380
FBgn0053543	277
FBgn0040718	331
FBgn0031384	1266
FBgn0259192	99
FBgn0259230	0
FBgn0003557	2352
FBgn0028952	885
FBgn0026396	4
FBgn0053516	146
dsim_PG00224	197
FBgn0031388	295
FBgn0031389	169
FBgn0004507	44099
FBgn0031390	773
FBgn0031391	266
FBgn0027509	489
FBgn0031392	3415
FBgn0031393	188
FBgn0000097	1261
FBgn0031395	823
FBgn0085201	563
FBgn0053124	10
FBgn0031397	224
FBgn0010288	2996
FBgn0085203	47
FBgn0031398	69
FBgn0259717	241
FBgn0040715	0
FBgn0031399	666
FBgn0031401	2289
FBgn0031403	150
FBgn0010704	3555
FBgn0262126	1763
FBgn0051679	735
FBgn0052463	60
FBgn0051682	945
FBgn0264979	687
FBgn0011832	0
FBgn0042186	0
FBgn0042187	2
FBgn0031406	0
FBgn0031407	967
FBgn0054049	236
FBgn0250841	1030
dsim_PG00003	181
FBgn0031409	88
FBgn0051681	0
FBgn0031410	2442
FBgn0028570	706
dsim_PG00004	1044
FBgn0051949	1177
FBgn0031412	56
FBgn0031413	75
FBgn0031414	1073
FBgn0014010	5589
FBgn0261647	1669
FBgn0031417	1003
FBgn0031418	7734
FBgn0031419	77
FBgn0031420	844
FBgn0264672	282
FBgn0031422	20
FBgn0031423	955
FBgn0264081	311
FBgn0031424	749
FBgn0031426	486
FBgn0051948	0
FBgn0085477	1
FBgn0085476	473
FBgn0031428	650
FBgn0264988	717
FBgn0000490	664
FBgn0264978	795
FBgn0011818	1219
FBgn0031430	455
FBgn0031431	170
FBgn0031432	474
FBgn0041337	1002
FBgn0026778	16
FBgn0085343	15
FBgn0031434	128
FBgn0031435	47
FBgn0031436	14182
FBgn0031437	1104
FBgn0026479	3782
FBgn0250835	374
FBgn0031440	704
dsim_PG00005	28
FBgn0031441	49
FBgn0264433	68
FBgn0053125	3501
FBgn0031442	265
FBgn0026395	10
FBgn0031443	565
FBgn0031444	261
FBgn0041248	0
FBgn0051690	177
FBgn0031449	2804
FBgn0031450	1266
FBgn0031451	994
FBgn0031452	482
FBgn0250906	10160
FBgn0031453	5669
FBgn0031454	104
FBgn0031455	0
FBgn0031456	287
FBgn0031457	495
FBgn0031458	213
FBgn0026324	502
FBgn0028398	404
FBgn0019830	2509
FBgn0031459	2184
FBgn0031460	351
FBgn0004242	5816
FBgn0031461	583
FBgn0031462	1762
FBgn0031463	148
FBgn0031464	361
FBgn0031465	127
FBgn0031466	9
FBgn0031467	0
FBgn0031468	223
FBgn0031469	45
FBgn0031470	2
FBgn0031471	27
FBgn0031472	185
FBgn0031473	270
FBgn0015521	4208
FBgn0031474	1770
FBgn0051694	4584
FBgn0031476	6648
FBgn0031478	1485
FBgn0031479	222
FBgn0051950	801
FBgn0028970	361
FBgn0024947	3071
FBgn0041111	3045
FBgn0010263	12292
FBgn0024920	164
FBgn0004584	325
FBgn0260639	678
FBgn0031483	623
FBgn0031484	419
FBgn0031485	72
FBgn0250786	1665
FBgn0025109	319
FBgn0002989	123
