qcsorted_mapped_trimmed_sim_SRR1576529.bam
FBgn0002121	2150
FBgn0031209	44
FBgn0051973	880
FBgn0067779	1182
FBgn0031213	842
FBgn0031214	168
FBgn0002931	297
FBgn0031216	970
FBgn0031217	270
FBgn0026787	989
FBgn0005278	4977
FBgn0031219	46
FBgn0031220	766
FBgn0025683	6891
FBgn0001142	2013
FBgn0051976	1
FBgn0051975	117
FBgn0051974	3245
FBgn0031224	392
FBgn0259818	432
FBgn0031227	76
FBgn0031228	3142
FBgn0031229	346
FBgn0053635	77
FBgn0016977	7388
FBgn0031231	617
FBgn0031232	475
FBgn0031233	530
FBgn0086902	6227
FBgn0031235	704
FBgn0022246	84
FBgn0031238	335
FBgn0031239	180
FBgn0031240	5558
FBgn0086912	128
FBgn0086856	207
FBgn0086855	768
FBgn0003444	127
FBgn0031244	120
FBgn0031245	1966
FBgn0025686	68
FBgn0031247	2781
FBgn0017457	771
FBgn0024352	2351
FBgn0020622	915
FBgn0004611	1543
FBgn0031248	54
FBgn0031249	4340
FBgn0053127	1958
FBgn0264086	15815
FBgn0051921	0
dsim_PG00001	55
FBgn0031250	575
FBgn0000061	9
FBgn0031251	2769
FBgn0003278	123
FBgn0264855	2208
FBgn0263933	873
FBgn0031252	27
FBgn0002593	35758
FBgn0031253	197
FBgn0031254	52
FBgn0031255	9
FBgn0004583	1314
FBgn0015924	1560
FBgn0031256	1228
FBgn0031257	181
FBgn0031258	1023
FBgn0027592	418
FBgn0043364	3423
FBgn0003963	402
FBgn0010602	1330
FBgn0031260	1984
FBgn0031261	926
FBgn0005660	80
FBgn0260933	139
FBgn0031263	1788
FBgn0031264	1558
FBgn0031265	983
FBgn0021874	154
FBgn0031266	860
FBgn0031267	418
FBgn0031268	417
FBgn0013323	4
FBgn0023489	81
FBgn0010323	39
FBgn0031270	34
FBgn0040106	656
FBgn0040107	849
FBgn0031273	52
FBgn0000497	302
FBgn0011244	7833
FBgn0026438	1903
FBgn0031275	147
FBgn0040725	3762
FBgn0031277	1600
FBgn0041250	13
FBgn0031279	924
FBgn0000442	149
FBgn0051658	48
FBgn0086130	143
FBgn0031281	202
FBgn0031282	192
FBgn0031283	58
FBgn0031284	115
FBgn0031285	15704
FBgn0015621	0
FBgn0031286	224
FBgn0010583	1823
FBgn0020304	4497
FBgn0031287	247
FBgn0020545	1657
FBgn0031288	285
FBgn0031289	96
FBgn0029095	892
FBgn0020305	141
FBgn0053526	3020
FBgn0002936	605
FBgn0031292	1677
FBgn0002563	54
FBgn0046113	153
FBgn0028481	317
FBgn0031294	16122
FBgn0031295	4325
FBgn0031296	710
FBgn0003310	904
FBgn0015905	250
FBgn0031298	955
FBgn0031299	804
FBgn0261938	1319
FBgn0031301	792
FBgn0031302	47
FBgn0016926	7123
FBgn0031304	2689
FBgn0031305	1
FBgn0031306	1043
FBgn0031307	325
